V1_Dir,V1_Action,V1_Lane_Nu,V1_Driver1,V1_Vehicle,V2_Driver1,V2_Dir,V2_Action,V2_Lane_Nu,V2_Driver_,Total_Vehi,Fatalities,Injury_Typ,Injured,Property_D,Crash_Type,Pedalcycli,Pedestrian,Motorcycli,V1_Type
E,TURNING RIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,3-DOOR
W,GOING STRAIGHT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,56,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,4,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,4,32,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,2,68,2,,,0,PDO,REAR-END,,,,PICKUP
S,GOING STRAIGHT,0,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: HIT AND RUN",APPARENTLY NORMAL,E,GOING STRAIGHT,0,21,2,,,0,PDO,ANGLE,,,,UTILITY
N,NOT REPORTED,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,S,STOPPED,1,50,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,3,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,GOING STRAIGHT,3,23,2,,C,2,,"SIDESWIPE, OVERTAKING",,,,PICKUP
S,CHANGING LANES,4,,HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,UNKNOWN,4,42,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
N,OTHER,0,APPARENTLY NORMAL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR  AGGRESSIVE MANNER",,,PARKED,0,0,2,,B,1,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,2,HAD BEEN DRINKING,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,2,37,3,,B,2,,REAR-END,,,,3-DOOR
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,0,3,,,0,PDO,REAR-END,,,,COUPE
N,NOT REPORTED,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,74,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,1,30,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
W,MAKING U-TURN,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,W,GOING STRAIGHT,1,65,2,,B,3,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: RAN OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,,,PARKED,0,0,2,,,0,PDO,ANGLE,,,,CARRY-ALL
S,NOT REPORTED,3,,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,3,27,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"HATCHBACK, 2 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,1,40,2,,A,1,,REAR-END,,,,MOPED
N,GOING STRAIGHT,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
N,CHANGING LANES,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,"SIDESWIPE, MEETING",,,,CARRY-ALL
N,GOING STRAIGHT,0,,HIT AND RUN: UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,60,2,,,0,PDO,"SIDESWIPE, MEETING",,,,PICKUP
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,49,2,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS",APPARENTLY NORMAL,W,TURNING LEFT,0,37,2,,C,1,,ANGLE,,,,CARRY-ALL
W,BACKING UP,0,HAD BEEN DRINKING,UNSAFE BACKING,,,PARKED,0,0,2,,,0,PDO,BACKING,,,,CARRY-ALL
N,GOING STRAIGHT,0,,,APPARENTLY NORMAL,N,GOING STRAIGHT,0,44,2,,,0,PDO,ANGLE,,,,PICKUP
N,UNKNOWN,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,UNKNOWN,0,0,2,,,0,PDO,ANGLE,,,,"HARDTOP, 4 DOOR"
E,PASSING OTHER VEHICLE,1,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,MAKING U-TURN,1,61,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,5,54,3,,B,1,,REAR-END,,,,"HARDTOP, 2 DOOR"
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,41,2,,C,1,,ANGLE,,,,OTHER
N,GOING STRAIGHT,4,APPARENTLY NORMAL,UNKNOWN,,,,0,0,1,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
E,GOING STRAIGHT,0,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"HARDTOP, 2 DOOR"
N,GOING STRAIGHT,4,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,N,STOPPED,4,69,2,,B,2,,REAR-END,,,,SEDAN
E,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,PARKED,0,0,2,,,0,PDO,ANGLE,,,,"HATCHBACK, 2 DOOR"
W,CHANGING LANES,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,STOPPED,0,31,3,,,0,PDO,ANGLE,,,,PICKUP
W,TURNING RIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,"HARDTOP, 4 DOOR"
E,TURNING RIGHT,2,,FAILED TO YIELD RIGHT OF WAY: HIT AND RUN,,,,0,0,1,,B,1,,NON-COLLISION,YES,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,62,2,,C,1,,ANGLE,,,YES,CARRY-ALL
S,GOING STRAIGHT,3,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,GOING STRAIGHT,3,72,3,,,0,PDO,REAR-END,,,,CARRY-ALL
N,GOING STRAIGHT,1,APPARENTLY NORMAL,,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,W,STOPPED,0,50,3,,,0,PDO,REAR-END,,,,CONVERTIBLE
N,GOING STRAIGHT,4,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,4,28,2,,,0,PDO,REAR-END,,,,PICKUP
N,GOING STRAIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,,N,GOING STRAIGHT,0,0,2,,B,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,1,47,2,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,74,3,,C,1,,ANGLE,,,,"SEDAN, 4 DOOR"
S,NOT REPORTED,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,STOPPED,1,76,2,,,0,PDO,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,4,APPARENTLY NORMAL,OBJECT AVOIDANCE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,PICKUP
S,NOT REPORTED,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,39,2,,B,1,,ANGLE,,,YES,SEMI
S,NOT REPORTED,3,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,3,62,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
N,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,TURNING RIGHT,0,28,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
S,PASSING OTHER VEHICLE,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,0,0,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,GOING STRAIGHT,0,29,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,GOING STRAIGHT,2,57,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,HAD BEEN DRINKING,MADE AN IMPROPER TURN,APPARENTLY NORMAL,N,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,GOING STRAIGHT,0,35,2,,C,2,,ANGLE,,,,UTILITY
N,GOING STRAIGHT,2,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,ANGLE,,,,UTILITY
N,NOT REPORTED,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,STOPPED,2,32,2,,C,2,,REAR-END,,,,3-DOOR
N,GOING STRAIGHT,2,INATTENTION/DISTRACTED,HIT AND RUN: OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,2,61,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,OTHER IMPROPER DRIVING,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,GOING STRAIGHT,2,54,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,71,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,HAD BEEN DRINKING,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,2,22,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,,HIT AND RUN,,W,STOPPED,0,22,2,,,0,PDO,REAR-END,,,,
E,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,2,83,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,2,INATTENTION/DISTRACTED,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,2,24,2,,,0,PDO,REAR-END,,,,PICKUP
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,3,,,0,PDO,REAR-END,,,,PICKUP
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,0,59,2,,C,2,,ANGLE,,,,CARRY-ALL
W,GOING STRAIGHT,2,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,,,,0,0,1,,B,1,,ANGLE,,YES,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,INATTENTION/DISTRACTED,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,GOING STRAIGHT,2,59,2,,,0,PDO,REAR-END,,,,PICKUP
S,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,2,49,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,0,44,2,,C,2,,REAR-END,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY: MECHANICAL DEFECTS: ROAD DEFECT,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,"HATCHBACK, 2 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,74,3,,B,2,,ANGLE,,,,"SEDAN, 2 DOOR"
N,CHANGING LANES,4,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,4,21,3,,,0,PDO,ANGLE,,,,UTILITY
S,GOING STRAIGHT,3,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,B,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,3,HAD BEEN DRINKING,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,STOPPED,3,63,2,,C,2,,REAR-END,,,,CARRY-ALL
W,GOING STRAIGHT,0,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,E,GOING STRAIGHT,0,24,2,,C,1,,"SIDESWIPE, OVERTAKING",,,,SEDAN
W,TURNING RIGHT,2,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,N,GOING STRAIGHT,2,21,2,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
N,UNKNOWN,2,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,N,UNKNOWN,2,35,2,,,0,PDO,"SIDESWIPE, MEETING",,,,PICKUP
S,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,0,45,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
W,CHANGING LANES,0,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,W,GOING STRAIGHT,0,0,2,,,0,PDO,"SIDESWIPE, MEETING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,2,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,W,STOPPED,2,58,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,38,3,,B,4,,ANGLE,,,,"SEDAN, 2 DOOR"
N,NOT REPORTED,0,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,C,1,,NON-COLLISION,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,1,HAD BEEN DRINKING: DRUG INVOLVEMENT,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR  AGGRESSIVE MANNER",APPARENTLY NORMAL,S,GOING STRAIGHT,1,70,2,,C,1,,REAR-END,,,,CARRY-ALL
W,TURNING RIGHT,2,,HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,TURNING RIGHT,2,59,2,,C,1,,"SIDESWIPE, OVERTAKING",,,,PICKUP
E,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,0,57,2,,,0,PDO,REAR-END,,,,"HARDTOP, 4 DOOR"
,TURNING LEFT,1,,,,,,0,0,1,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING RIGHT,0,INATTENTION/DISTRACTED,OTHER IMPROPER DRIVING,,,,0,0,1,,B,1,,NON-COLLISION,,YES,,SEDAN
W,GOING STRAIGHT,0,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,,,,0,0,1,,,0,PDO,NON-COLLISION,,,,CARRY-ALL
W,GOING STRAIGHT,3,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,W,STOPPED,3,30,3,,C,1,,REAR-END,,,,PICKUP
W,GOING STRAIGHT,3,APPARENTLY NORMAL,,APPARENTLY NORMAL,W,GOING STRAIGHT,3,19,3,,C,3,,REAR-END,,,,"SEDAN, 2 DOOR"
E,GOING STRAIGHT,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,E,STOPPED,0,65,2,,,0,PDO,REAR-END,,,,CARRY-ALL
W,GOING STRAIGHT,2,APPARENTLY NORMAL,EXCEEDED AUTHORIZED SPEED LIMIT,APPARENTLY NORMAL,W,STOPPED,2,29,3,,B,2,,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",HIT AND RUN,APPARENTLY NORMAL,N,STOPPED,3,36,2,,C,1,,REAR-END,,,,CARRY-ALL
E,PASSING OTHER VEHICLE,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,W,TURNING LEFT,2,39,2,,C,2,,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,STOPPED,3,57,4,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
W,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,E,GOING STRAIGHT,0,21,2,,C,2,,ANGLE,,,,VAN
E,TURNING LEFT,0,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,E,GOING STRAIGHT,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,4,,HIT AND RUN: UNKNOWN,APPARENTLY NORMAL,N,GOING STRAIGHT,4,34,3,,,0,PDO,REAR-END,,,,
N,GOING STRAIGHT,1,,HIT AND RUN: OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,1,19,2,,,0,PDO,REAR-END,,,,
N,NOT REPORTED,2,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,2,25,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CONVERTIBLE
E,TURNING LEFT,0,,FAILED TO YIELD RIGHT OF WAY: HIT AND RUN,APPARENTLY NORMAL,S,GOING STRAIGHT,0,79,2,,C,1,,ANGLE,,,,VAN
N,CHANGING LANES,0,APPARENTLY NORMAL,,APPARENTLY NORMAL,N,GOING STRAIGHT,0,47,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"HARDTOP, 4 DOOR"
N,CHANGING LANES,1,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,44,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,TURNING RIGHT,0,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,STOPPED,0,41,2,,C,1,,REAR-END,,,,PICKUP
N,TURNING RIGHT,0,INATTENTION/DISTRACTED,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,0,54,2,,,0,PDO,REAR-END,,,,VAN
N,CHANGING LANES,1,,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: HIT AND RUN: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,40,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,0,,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,W,STOPPED,0,17,2,,,0,PDO,REAR-END,,,,VAN
S,GOING STRAIGHT,1,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,S,STOPPED,1,44,3,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,3,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,S,CHANGING LANES,3,62,2,,,0,PDO,"SIDESWIPE, MEETING",,,,PICKUP
S,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,S,STOPPED,2,31,3,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,GOING STRAIGHT,0,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,N,STOPPED,0,67,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
E,TURNING RIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,E,STOPPED,0,41,2,,C,1,,REAR-END,,,,"SEDAN, 4 DOOR"
W,NOT REPORTED,1,APPARENTLY NORMAL,MADE AN IMPROPER TURN,APPARENTLY NORMAL,W,GOING STRAIGHT,1,27,2,,C,1,,ANGLE,,,,VAN
E,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,43,2,,C,3,,ANGLE,,,,"SEDAN, 4 DOOR"
S,CHANGING LANES,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,34,2,,,0,PDO,"SIDESWIPE, MEETING",,,,"HATCHBACK, 4 DOOR"
S,NOT REPORTED,1,APPARENTLY NORMAL,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,STOPPED,1,31,2,,,0,PDO,REAR-END,,,,"SEDAN, 4 DOOR"
N,NOT REPORTED,1,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY: FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,N,GOING STRAIGHT,1,64,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"HARDTOP, 4 DOOR"
S,TURNING RIGHT,0,,HIT AND RUN,,,,0,0,1,,B,1,,NON-COLLISION,YES,,,
S,GOING STRAIGHT,0,APPARENTLY NORMAL,FOLLOWED TOO CLOSELY,APPARENTLY NORMAL,S,STOPPED,0,0,2,,,0,PDO,REAR-END,,,,"HATCHBACK, 4 DOOR"
E,TURNING RIGHT,1,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,1,57,2,,,0,PDO,ANGLE,,,,"SEDAN, 4 DOOR"
N,TURNING LEFT,0,HAD BEEN DRINKING,HIT AND RUN,,,PARKED,0,0,2,,,0,PDO,ANGLE,,,,"SEDAN, 2 DOOR"
S,GOING STRAIGHT,2,APPARENTLY NORMAL,,APPARENTLY NORMAL,S,STOPPED,2,20,2,,,0,PDO,REAR-END,,,,CARRY-ALL
S,CHANGING LANES,1,APPARENTLY NORMAL,UNSAFE LANE CHANGE,APPARENTLY NORMAL,S,GOING STRAIGHT,1,39,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,CARRY-ALL
E,GOING STRAIGHT,2,APPARENTLY NORMAL,OTHER IMPROPER DRIVING,APPARENTLY NORMAL,E,STOPPED,2,42,2,,,0,PDO,REAR-END,,,,PICKUP
S,UNKNOWN,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,S,GOING STRAIGHT,0,26,2,,C,3,,ANGLE,,,,"SEDAN, 4 DOOR"
S,GOING STRAIGHT,0,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS: HIT AND RUN",APPARENTLY NORMAL,S,GOING STRAIGHT,0,81,2,,,0,PDO,ANGLE,,,,CARRY-ALL
N,GOING STRAIGHT,4,APPARENTLY NORMAL,DRIVING TOO FAST FOR CONDITIONS,APPARENTLY NORMAL,N,GOING STRAIGHT,4,48,2,,,0,PDO,REAR-END,,,,PICKUP
S,TURNING LEFT,0,APPARENTLY NORMAL,FAILED TO YIELD RIGHT OF WAY,APPARENTLY NORMAL,W,GOING STRAIGHT,0,20,3,1.0,K,2,,ANGLE,,,,"SEDAN, 4 DOOR"
E,TURNING LEFT,0,APPARENTLY NORMAL,UNKNOWN,APPARENTLY NORMAL,E,TURNING LEFT,0,0,2,,,0,PDO,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
W,GOING STRAIGHT,2,PHYSICAL IMPAIRMENT: OTHER IMPROPER DRIVING,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,APPARENTLY NORMAL,W,STOPPED,2,27,2,,C,1,,"SIDESWIPE, OVERTAKING",,,,"SEDAN, 4 DOOR"
